number,subjID,cond,age,gender,eth,inc,house,edu
116,6mGGovzyvCW0gYylnFdDAg**,7,19,m,white,7,3,6
367,6mGGovzyvCW0LodnXnJdGQ**,8,42,f,white,9,5,4
204,6mGGovzyvCW0m7ubxcEw3Q**,11,40,m,white,2,4,2
761,6mGGovzyvCW0t0bl83ldSA**,5,40,m,White,9,1,6
351,6mGGovzyvCW0VvPt_ecZHg**,3,52,f,White,6,4,4
7,6mGGovzyvCW0XfN-cO-6fQ**,6,18,m,Caucasian,6,4,1
92,6mGGovzyvCW1_huSKRzewQ**,7,31,f,caucasian,3,1,6
87,6mGGovzyvCW14e5iRV7wPQ**,2,40,m,White,5,4,6
600,6mGGovzyvCW1b6oXk70cbA**,0,59,m,Mixed,0,1,2
610,6mGGovzyvCW1bx-r2Wl2_Q**,10,33,m,hispanic,5,6,1
106,6mGGovzyvCW1dEmLXbGA5g**,9,43,m,caucasian,0,2,2
775,6mGGovzyvCW1HJWtMCeY-Q**,7,25,m,white,6,4,1
730,6mGGovzyvCW1I40DvCvUTg**,11,19,m,hispanin,0,1,0
329,6mGGovzyvCW-1msPROgB4Q**,6,42,m,White,11,2,6
318,6mGGovzyvCW1ocAlQ96cTg**,6,38,f,black,1,4,1
544,6mGGovzyvCW1XpmNp7C8gw**,4,45,f,white,3,1,3
410,6mGGovzyvCW1zfHRLHosgw**,2,58,f,White,1,2,1
946,6mGGovzyvCW1zZDvsckNmQ**,10,38,f,white,2,4,0
296,6mGGovzyvCW2_AnRgyJ2rQ**,8,60,f,White,8,2,2
968,6mGGovzyvCW20pwY3pzX5g**,9,48,m,white,1,1,1
666,6mGGovzyvCW23SsvPItAVQ**,6,50,m,caucasian,0,1,1
146,6mGGovzyvCW2H8Y-R1JeBA**,2,58,m,White,1,1,3
168,6mGGovzyvCW2NhZfRKUvbQ**,1,26,m,White,1,2,2
807,6mGGovzyvCW2p0LqXpHr-g**,4,23,f,White,1,2,3
660,6mGGovzyvCW2tLjZSVQTKA**,1,33,f,Asian,2,1,6
316,6mGGovzyvCW2xijel8tssA**,5,37,f,Caucasian,2,1,4
133,6mGGovzyvCW3_e-WaDqtGw**,0,49,m,Caucasian,10,2,4
351,6mGGovzyvCW3_HxGGB2Osw**,4,40,m,white,10,4,6
282,6mGGovzyvCW30VW5_onFOg**,6,44,f,White,4,2,2
297,6mGGovzyvCW3639yUwmIeQ**,10,44,m,White,11,2,4
880,6mGGovzyvCW36z3NGm7IHQ**,4,47,f,White,5,3,6
322,6mGGovzyvCW3A5taasbVCw**,11,28,f,white,4,2,6
951,6mGGovzyvCW3cAaGK57RLA**,3,26,f,Asian,6,2,4
370,6mGGovzyvCW3io4Yshs55w**,11,35,m,white,5,4,6
769,6mGGovzyvCW3jyyWLxEX7g**,1,46,f,White,5,3,2
112,6mGGovzyvCW3KVfmBUQhXQ**,4,51,f,caucasian,10,3,6
627,6mGGovzyvCW3PiEsvEomlA**,4,48,f,white,7,2,4
638,6mGGovzyvCW3vHQy2ezD0g**,2,33,m,black,3,1,2
32,6mGGovzyvCW4943Fh5bE5g**,7,30,f,white,3,3,4
379,6mGGovzyvCW4AJAWuDENXg**,7,55,m,cauc,5,1,2
111,6mGGovzyvCW4EQWDm1pZ-A**,2,48,m,caucasion,3,1,1
142,6mGGovzyvCW4K6KtqCYnzg**,9,27,f,Mixed,7,3,5
599,6mGGovzyvCW4ND5zvSc3Rw**,11,30,f,hispanic,2,4,2
73,6mGGovzyvCW4qmqghbQkbQ**,0,22,m,African ,3,5,5
378,6mGGovzyvCW-4U6Y43ljuA**,7,30,m,White,11,5,6
496,6mGGovzyvCW4y-3to6uAjg**,5,39,m,White,10,1,5
877,6mGGovzyvCW4zB41Pqk5lA**,2,34,f,caucasian,0,5,3
236,6mGGovzyvCW5_AZkpMU_Eg**,8,22,f,black,7,3,4
895,6mGGovzyvCW5_H7qMhqegA**,8,26,m,White,5,3,2
170,6mGGovzyvCW50WVp_HzuzA**,1,51,f,African American ,3,4,2
431,6mGGovzyvCW52HmYI3i5hA**,11,33,m,white,7,4,2
659,6mGGovzyvCW5aWL_eCmmwg**,11,28,f,White,5,2,4
794,6mGGovzyvCW5ifM75_ObZQ**,3,23,f,Caucasion,1,2,4
565,6mGGovzyvCW5jv19HS77rw**,1,32,m,asian,4,4,1
134,6mGGovzyvCW5yxRye_SQpw**,1,26,f,white,4,4,2
83,6mGGovzyvCW6__mJCKr-OA**,10,43,f,White,3,3,1
403,6mGGovzyvCW60CURBWjE0Q**,7,21,m,Asian,6,5,4
744,6mGGovzyvCW6ANA6d6Elew**,0,18,f,black,1,3,2
237,6mGGovzyvCW6-C7yOvBtFA**,9,24,m,white,4,1,2
257,6mGGovzyvCW6drHeEFSlmg**,6,45,f,white,11,4,6
617,6mGGovzyvCW6dw8XZcBClA**,5,26,f,White,6,6,3
936,6mGGovzyvCW6K1i-c6_81Q**,0,28,f,Asian,10,4,3
549,6mGGovzyvCW6KYgtLVDK5A**,10,44,m,White,5,3,4
199,6mGGovzyvCW6NussxQKw-g**,8,23,m,Caucasian,9,3,2
981,6mGGovzyvCW6pZaEPc0RtQ**,10,50,m,w,10,4,5
868,6mGGovzyvCW6TpAhfIY9gQ**,5,51,m,American,6,4,6
168,6mGGovzyvCW6VfQY2ccqxg**,0,19,f,white,5,4,2
687,6mGGovzyvCW6YxsIMHhtKw**,4,22,m,white,3,2,2
701,6mGGovzyvCW7_z3wMmP9jA**,6,57,f,african american,0,1,3
390,6mGGovzyvCW7DyV6-yGHMg**,7,24,m,Pacific Islander ,2,4,1
264,6mGGovzyvCW7e0SKoP3ptQ**,1,35,m,Hispanic,10,3,4
652,6mGGovzyvCW7fNJh6OzyjQ**,4,33,m,caucasian,2,4,2
884,6mGGovzyvCW7fTsfCi9lJA**,9,28,f,HISPANIC,1,3,2
539,6mGGovzyvCW7NSVjyGxOug**,0,57,f,white,8,3,2
619,6mGGovzyvCW7oqigmSSgqQ**,7,42,m,White,6,1,3
160,6mGGovzyvCW7qL0UYJKfQA**,4,40,m,black,7,3,4
191,6mGGovzyvCW7SnVeL-FSdA**,0,35,m,White,10,2,6
206,6mGGovzyvCW7ZuLa1QO9cg**,2,32,m,White,5,3,4
611,6mGGovzyvCW86KdCHj7elA**,0,20,f,White,4,4,2
183,6mGGovzyvCW8IGBxXu16Rw**,4,29,m,White,0,2,4
153,6mGGovzyvCW8LIkTZVz-ug**,8,53,m,White,3,2,1
426,6mGGovzyvCW8obu0_9DjQg**,6,42,f,White,3,2,1
987,6mGGovzyvCW8OHhbkbQTNA**,3,48,f,white,0,3,2
328,6mGGovzyvCW8Ps0swVdvAw**,4,36,f,caucasian,4,1,6
427,6mGGovzyvCW8SovL5x81Tw**,8,56,m,white,2,2,3
2,6mGGovzyvCW8SsvT_mtR4w**,1,18,f,Caucasian,2,2,1
296,6mGGovzyvCW8syroiJCA6w**,9,51,f,White,2,2,2
827,6mGGovzyvCW9ayfw22aCIA**,0,57,m,White,6,2,4
141,6mGGovzyvCW9cUcQhl0wpQ**,9,49,m,white,9,5,3
593,6mGGovzyvCW9J8BkhcmHgg**,5,19,f,White,0,1,2
80,6mGGovzyvCW9JfmBu9uTuw**,7,23,f,White,3,2,4
388,6mGGovzyvCW9JTJifiOJaA**,5,23,m,white,0,1,0
555,6mGGovzyvCW9lk4hZj947Q**,4,29,m,Native American,2,2,3
334,6mGGovzyvCW9Op6DVzCOUw**,11,48,f,white,7,5,2
603,6mGGovzyvCW9V9ZAQ9VDMQ**,3,23,f,White,4,5,1
749,6mGGovzyvCWA2ZpVN5_DqQ**,6,53,f,White,9,3,4
852,6mGGovzyvCWa3W-nkmeHFg**,0,28,m,white,5,2,4
578,6mGGovzyvCWAbY8qAHnECA**,3,56,m,Caucason,1,1,3
5,6mGGovzyvCWaEJevJe2oKA**,4,53,f,white,3,4,1
540,6mGGovzyvCWAf_sghM2IaA**,1,48,m,Cauc,10,4,6
224,6mGGovzyvCWAfXhX99xLOQ**,9,40,m,White,10,4,4
414,6mGGovzyvCWaGM21n5izjg**,6,23,f,latin,2,23,3
955,6mGGovzyvCWAHib8g7MBKA**,7,27,f,hispanic,4,3,2
633,6mGGovzyvCWaiHxLsZfSEw**,10,40,f,latino,7,4,2
241,6mGGovzyvCWaiRvHiHg8Rw**,2,44,m,Caucasian,11,3,3
273,6mGGovzyvCWaiwKganjJVA**,10,44,m,White,10,4,4
908,6mGGovzyvCWajm5pPtzzbg**,9,54,m,white,8,1,6
163,6mGGovzyvCWaJnw-hk1k2w**,6,54,f,Caucasian ,3,2,3
105,6mGGovzyvCWAM7qgcUWMLQ**,8,59,f,cauc,2,2,2
387,6mGGovzyvCWasKGPkKQvCQ**,3,34,f,white,9,3,4
411,6mGGovzyvCWAvfhgobyFxg**,4,22,f,White,3,2,4
375,6mGGovzyvCWAxQCbShRXuw**,4,18,m,white,1,3,1
104,6mGGovzyvCWaz9B8KyqUfQ**,7,51,f,White,5,4,6
738,6mGGovzyvCWB1X94M0wWyg**,7,50,f,wlite,11,2,5
741,6mGGovzyvCWb6JZMhFnx7Q**,10,51,f,Black,0,6,3
566,6mGGovzyvCWbAettTlZUZg**,2,47,m,African American,4,3,1
743,6mGGovzyvCWBc9B4SCL2GQ**,11,40,f,white,2,3,2
359,6mGGovzyvCWBhQhFeNGdsA**,0,43,m,white,10,5,3
350,6mGGovzyvCWbjD9ky4WUtQ**,3,57,f,white,11,2,4
495,6mGGovzyvCWBpx8C7NPOsw**,3,32,m,asian,0,1,2
938,6mGGovzyvCWBRBgIJvzClw**,2,32,f,White,3,2,1
466,6mGGovzyvCWBt-EwDc_dJg**,10,49,f,white/caucasian,3,2,1
236,6mGGovzyvCWbz38fmEqnbA**,9,35,m,White,5,4,4
533,6mGGovzyvCWbZtS8h33j9g**,5,30,f,White,8,3,1
933,6mGGovzyvCWc1KwacpQ36g**,9,35,f,Spanish ,3,6,1
695,6mGGovzyvCWc7tEiQYcr2Q**,11,34,f,white,3,4,1
239,6mGGovzyvCWCAKn-AnsFPw**,11,43,m,white,3,2,3
383,6mGGovzyvCWC-Dkxr0tVwg**,0,20,m,White,1,3,2
344,6mGGovzyvCWCfjXdS5Mh0w**,9,37,m,black,1,2,2
173,6mGGovzyvCWCivtJfCqalg**,6,27,m,White,2,1,1
655,6mGGovzyvCWCKWBMSTD51Q**,7,53,f,white,5,4,3
208,6mGGovzyvCWcnY5ovM5uaQ**,3,51,f,WHITE,3,3,2
276,6mGGovzyvCWcOMbDTvoGkg**,1,32,m,Black,0,1,3
907,6mGGovzyvCWcTovbTLhhOw**,8,51,m,asian,9,2,4
888,6mGGovzyvCWCUlNxlMFuUQ**,0,25,f,white,1,2,1
876,6mGGovzyvCWd5X8bJsr5jw**,1,30,f,white/native american,8,2,3
125,6mGGovzyvCWdba84RMnqLA**,5,36,f,White,11,3,6
384,6mGGovzyvCWDBu4jFjg-aw**,1,19,m,white,1,1,2
283,6mGGovzyvCWDE0SpVbYFog**,8,19,f,Caucasian  ,3,4,1
200,6mGGovzyvCW-dhisQlRyRg**,7,55,f,White,5,2,4
589,6mGGovzyvCWDhsE7nVrBqA**,1,32,f,White,3,2,4
461,6mGGovzyvCWDkeUODnyLow**,6,56,m,Irish,1,1,4
765,6mGGovzyvCWdL_4srRqBgA**,9,57,f,caucasian,6,3,2
230,6mGGovzyvCWDMCaWtJp2fA**,2,54,f,White,3,7,1
238,6mGGovzyvCWdobpF0TtZ1A**,10,38,f,white,10,4,4
965,6mGGovzyvCWDpA8kzC20bQ**,6,52,m,Caucasion,10,2,2
396,6mGGovzyvCWdR4lp43eqyw**,1,24,f,White,2,3,2
55,6mGGovzyvCWdssLW3IMxUQ**,6,19,f,white,10,4,2
232,6mGGovzyvCWDtg6pX2Ab1w**,4,38,m,caucasian,10,5,6
551,6mGGovzyvCWDwJ55OUK-XQ**,0,35,f,White,7,6,2
982,6mGGovzyvCWDwW2rOOTXrQ**,10,26,f,White,10,2,4
685,6mGGovzyvCWDXQzNN4hdCw**,1,29,m,White,5,3,4
265,6mGGovzyvCWdZg8-Hv7gFA**,2,30,m,Caucasian,1,3,1
487,6mGGovzyvCWE0yKJ_h91cg**,7,32,f,ASIAN,10,5,5
754,6mGGovzyvCWe8nElQUbDmQ**,11,21,f,white,10,3,1
905,6mGGovzyvCWEa8pkXKkNQQ**,5,39,f,White,4,2,3
490,6mGGovzyvCWEcM0BvOp9Hw**,11,59,m,WHite,10,3,6
962,6mGGovzyvCWEDK7xAsc8Ew**,2,21,f,hispanic,3,5,2
422,6mGGovzyvCWEfDESu8L9vw**,2,18,m,White,0,4,1
850,6mGGovzyvCWEK8wynF2WLw**,11,19,f,African-American,0,2,3
768,6mGGovzyvCWeKfEHAx6kMA**,0,30,f,mixed,2,3,0
129,6mGGovzyvCWek-xrFJ_w4A**,8,29,f,asian,9,3,4
903,6mGGovzyvCWEn3OxaiE7Ag**,4,20,f,Biracial ,11,5,4
90,6mGGovzyvCWEo2Od0Fe0tA**,5,25,m,white,10,3,3
197,6mGGovzyvCWETg3qWp7JzQ**,6,25,m,White,0,3,1
920,6mGGovzyvCWeu_ZQ32VweQ**,9,56,m,White,6,2,1
227,6mGGovzyvCWeviBh5I5qbw**,11,55,m,Caucasian,8,2,2
219,6mGGovzyvCWew5h5I8pNbA**,2,-2,f,Caucasian,6,4,1
143,6mGGovzyvCWEX0q214dnDA**,10,22,m,white,4,2,2
447,6mGGovzyvCWf_DLBgaARZg**,3,28,f,Ddde,6,3,4
266,6mGGovzyvCWF3T_0WoCfGw**,3,53,f,white,11,4,2
873,6mGGovzyvCWf7gBm0PTT6A**,9,32,f,white,5,2,4
943,6mGGovzyvCWf8X5bBWaK4Q**,8,21,m,Asian,4,1,3
160,6mGGovzyvCWf9ugic4vtfw**,5,24,m,chicano,2,2,2
163,6mGGovzyvCWfA5c-MmUDJg**,7,20,f,Asian Indian,3,4,2
926,6mGGovzyvCWFAbMh49cnbg**,2,46,m,white,10,4,6
915,6mGGovzyvCWFCATbdP8wFw**,3,25,f,asian,5,2,2
349,6mGGovzyvCWfChT_pvt6kw**,2,37,f,CAUCASIAN,10,2,2
391,6mGGovzyvCWfhKfNxXSOMA**,8,23,f,black,2,4,1
751,6mGGovzyvCWFKH3zGLRZdg**,8,47,f,White,6,3,1
240,6mGGovzyvCWfMKe3FgR4ZQ**,0,38,m,white,9,2,4
674,6mGGovzyvCWFmRY-VAoy_Q**,2,42,f,White,5,4,1
798,6mGGovzyvCWfNF3S32n1nA**,6,55,f,Black,3,5,4
116,6mGGovzyvCWFO2iMliiqSg**,9,50,m,white,1,3,0
591,6mGGovzyvCWFRbIsxXjfrg**,4,55,f,white,2,1,6
859,6mGGovzyvCWFSRjE8-KJiw**,8,51,m,white,1,1,2
122,6mGGovzyvCWfyjeHE3AChw**,1,38,f,indian,11,4,6
352,6mGGovzyvCWFZzrLFFs8ng**,4,30,f,Caucasian   ,2,2,2
371,6mGGovzyvCWG_JFv2rE9GQ**,11,58,m,white,4,2,4
392,6mGGovzyvCWG0F2JajwHuQ**,9,19,m,White,8,4,2
797,6mGGovzyvCWG1Rvo7lNNMw**,5,35,f,White,9,3,6
899,6mGGovzyvCWg5v8UO81dKQ**,0,38,f,hispanic,10,5,2
103,6mGGovzyvCWgatUcnor_ng**,7,39,m,white,8,4,6
872,6mGGovzyvCWgB4aEN-CSTQ**,8,59,m,mixed,4,3,2
686,6mGGovzyvCWgcAxey443DQ**,2,40,f,white,3,3,1
391,6mGGovzyvCWgDZVJ0SwKnw**,8,22,m,white,0,1,0
372,6mGGovzyvCWGgudBJELKXQ**,1,19,m,White,1,2,2
491,6mGGovzyvCWgkvWbWfOzVQ**,11,42,f,CAUCASIAN,7,4,2
721,6mGGovzyvCWgovnkNqM7sw**,2,39,m,white,11,4,6
254,6mGGovzyvCWgPfCHUoysxw**,2,50,f,WHITE,10,6,4
215,6mGGovzyvCWGqIEFGBXofw**,11,24,f,Asian,6,5,3
718,6mGGovzyvCWgrJI5eIoEnA**,11,23,f,White,8,4,5
513,6mGGovzyvCWH8Scs36t1tg**,10,57,m,black,10,2,6
539,6mGGovzyvCWHcC4Wai6t5Q**,11,34,f,African American,1,1,3
240,6mGGovzyvCWhecWSd-ricg**,1,24,m,Caucasian,10,5,2
991,6mGGovzyvCWHhbqvCEUf7w**,8,55,m,Asian,7,1,6
225,6mGGovzyvCWHO-uYWjFKmg**,9,33,f,white,6,2,4
666,6mGGovzyvCWHqZPSKsUfWQ**,7,52,f,white,9,5,4
363,6mGGovzyvCWhs3rKEbvqFg**,4,20,m,Asian,10,4,2
976,6mGGovzyvCWHtvr1u0GzFA**,5,42,m,white,2,1,1
449,6mGGovzyvCWHXq85hdoNzA**,5,24,m,White,4,1,4
767,6mGGovzyvCWHxTFHOJYHlQ**,11,35,f,white,10,7,4
312,6mGGovzyvCWHz-IYGIFaRQ**,1,32,f,Native American,7,4,4
327,6mGGovzyvCWhZKJMTPwvRQ**,4,57,f,White,9,2,2
149,6mGGovzyvCWhzX0xSukzVA**,5,27,f,white,9,3,2
536,6mGGovzyvCWi5Ikm_HxvXA**,9,44,f,White,9,2,6
251,6mGGovzyvCWigeLWOw24iw**,11,58,f,Caucasian ,10,2,4
511,6mGGovzyvCWIGXRXzbo2xw**,7,28,m,White,2,1,5
97,6mGGovzyvCWIi6tx-1fshA**,0,57,m,white,3,5,2
325,6mGGovzyvCWIKDEPgE_spQ**,2,43,m,white,2,1,4
580,6mGGovzyvCWIUlg3HZff7A**,5,51,f,White,3,2,2
851,6mGGovzyvCWIYQDoLNAWNw**,0,30,m,Asian,1,2,4
992,6mGGovzyvCWJblVeMPHqLg**,8,58,f,white,2,2,3
30,6mGGovzyvCWJgSfkXtnvLA**,5,56,f,White,6,2,2
719,6mGGovzyvCWJJOSmSUPLAA**,11,54,m,white,10,2,3
691,6mGGovzyvCWJLijQ34cDDg**,7,29,m,White,5,3,1
585,6mGGovzyvCWJm_vgOfAvEA**,10,36,m,white,7,2,3
624,6mGGovzyvCWJmX6_Xi4cHA**,0,55,m,european,6,2,4
804,6mGGovzyvCWJo9MqRbF9dg**,0,57,f,White,4,3,1
991,6mGGovzyvCWJsA2yMTfxxQ**,7,56,m,White,10,3,3
826,6mGGovzyvCWjwxelBSnF8A**,11,32,m,Caucasian,1,2,2
15,6mGGovzyvCWK3h9DlT0vdg**,2,26,f,White,3,3,1
295,6mGGovzyvCWk8n7hh761hA**,7,29,f,white,0,3,2
835,6mGGovzyvCW-kbosaPopPw**,7,34,f,White,6,2,6
698,6mGGovzyvCWKDOWBxFhT2w**,3,56,m,American,8,2,3
819,6mGGovzyvCWKgGqGBNqv5g**,3,21,f,white,6,1,4
927,6mGGovzyvCWkiut0ptISWw**,4,56,m,white,4,4,2
935,6mGGovzyvCWkMcdEeejX6A**,0,42,m,White,9,5,2
690,6mGGovzyvCWknkgfz-flCw**,7,59,f,caucasian,2,2,4
149,6mGGovzyvCWKNp5TdmNQ0A**,6,42,m,caucasian,11,1,6
808,6mGGovzyvCWKt9I3XDNoHQ**,4,35,f,white,10,4,6
379,6mGGovzyvCWkUqvRx5AKng**,8,18,m,White ,7,3,1
881,6mGGovzyvCWK-vv0yaSOrg**,5,24,f,white,4,3,2
975,6mGGovzyvCWky_BRuSGdew**,4,56,m,white,10,2,4
797,6mGGovzyvCWkYpbIdbrRHw**,6,40,m,white,11,4,6
291,6mGGovzyvCWkZdTSVkwcTQ**,3,59,f,black,2,2,1
304,6mGGovzyvCWKzKtqJBOH2Q**,5,52,f,caucasian,3,2,2
854,6mGGovzyvCWl1XvNd7aXEw**,2,30,f,Asian,4,2,4
837,6mGGovzyvCWL6pf8OriEQA**,9,55,m,white,7,3,1
303,6mGGovzyvCWL7KBmyUTGqg**,3,54,f,black,2,3,1
682,6mGGovzyvCWlA9YOIW2bZQ**,10,54,f,white,1,2,2
944,6mGGovzyvCWLfiADAQO11w**,9,44,m,White,8,4,4
363,6mGGovzyvCWlGUHirZbX5A**,3,26,f,white,6,3,4
681,6mGGovzyvCWLhVJJtMYufQ**,9,48,f,Caucasian,3,1,4
651,6mGGovzyvCWl-kzKbN_1-g**,4,50,f,white,5,2,4
648,6mGGovzyvCWlmD1MUf0cFg**,0,42,m,white,0,3,1
618,6mGGovzyvCWLoLiB34ilEw**,6,54,f,white,3,4,2
234,6mGGovzyvCWlQ6gGGn7TZw**,6,23,m,White,3,4,2
356,6mGGovzyvCWlrhpE6w-Peg**,9,36,m,asian,10,3,6
650,6mGGovzyvCWlrPnk_0soKA**,3,41,m,white,0,1,1
139,6mGGovzyvCWLt3XWxa9xUg**,8,21,m,White,2,3,1
338,6mGGovzyvCWlvmI2ZjVsOQ**,2,24,f,hispanic-white,2,5,1
211,6mGGovzyvCWLwkgR1JAyIw**,8,20,m,Caucasian ,5,4,2
108,6mGGovzyvCWlx8OcGbzHqw**,1,35,m,Native American,10,3,4
289,6mGGovzyvCWly7DJSILslA**,1,33,f,white,0,5,2
990,6mGGovzyvCWLziPTsIw0YA**,6,45,f,white,8,3,1
575,6mGGovzyvCWm10FO8OI4uA**,11,22,f,hispanic ,2,2,2
865,6mGGovzyvCWM1R_1UbZEMQ**,1,54,f,White,3,2,5
647,6mGGovzyvCWMaE-YX4LEEw**,0,49,m,white,2,2,2
751,6mGGovzyvCWMhTc3hG7IIg**,7,53,m,white,0,1,1
189,6mGGovzyvCWmKmIquuEipQ**,8,37,m,white,10,4,4
778,6mGGovzyvCWmmbqtC25qhA**,11,29,f,White,5,5,1
844,6mGGovzyvCWMMuPoNsD4Gw**,5,25,f,White,6,2,6
715,6mGGovzyvCWmoQT0oAi4Yw**,8,30,f,white,4,6,1
4,6mGGovzyvCWMq3fJ-eW1TA**,3,19,f,hispanic,5,4,1
378,6mGGovzyvCWmrmQHa9XTfw**,6,32,m,White,5,2,1
210,6mGGovzyvCWmTcw7vsulxg**,6,28,f,white,3,1,5
503,6mGGovzyvCWmtphVs44spg**,11,55,m,white,5,2,2
483,6mGGovzyvCWmXRq6bWKCVA**,4,20,f,arab,4,3,2
760,6mGGovzyvCWNcNrLfMFKTA**,4,40,f,White,4,5,2
526,6mGGovzyvCWNdmpa1t3CRw**,10,58,f,Caucasian,1,1,2
946,6mGGovzyvCWNf2YhW-PoUA**,11,47,m,Hispanic,9,1,6
404,6mGGovzyvCWnFf_NEzGIVQ**,8,21,f,White,2,2,1
420,6mGGovzyvCWnlwjGAnW_9w**,1,35,f,White,8,5,6
234,6mGGovzyvCWnp3IOrCb86w**,6,55,f,white,5,5,4
185,6mGGovzyvCWNSjNq7bwgzA**,5,28,f,White,6,4,1
867,6mGGovzyvCWnt9mK3n6wPw**,3,47,m,White,10,4,4
621,6mGGovzyvCWnVm0pVJmM7w**,10,54,m,White,4,2,4
268,6mGGovzyvCWnWWFHcPKJug**,4,23,m,asian,5,1,4
332,6mGGovzyvCWNXi37AXsNOg**,8,50,f,caucasion,3,3,3
679,6mGGovzyvCWo0WCeRU128w**,8,58,f,WHITE,5,1,4
423,6mGGovzyvCWO6dz0oSRSKw**,4,29,f,White,9,1,4
149,6mGGovzyvCWo7zexzp48FQ**,4,54,m,white,4,1,2
716,6mGGovzyvCWO9aiwvvdTkw**,9,34,m,white,10,5,6
173,6mGGovzyvCWoAQtBwgCFDg**,5,31,m,Caucasian,5,5,2
879,6mGGovzyvCWOcyfwQgx78w**,4,49,f,white,8,3,2
471,6mGGovzyvCWOePwZHqVCPQ**,3,21,m,White,0,3,1
134,6mGGovzyvCWoEwOTonwGUw**,2,29,m,Hispanic,10,3,4
617,6mGGovzyvCWOFU3V9PMlQQ**,6,56,f,white,10,3,6
260,6mGGovzyvCWOJ_XJ_kQ8gA**,9,32,m,Caucasian,11,5,6
132,6mGGovzyvCWoluWsSTeVcA**,0,30,f,caucasian,4,1,4
332,6mGGovzyvCWOM0FGlmV3NA**,9,58,m,WHITE,7,3,3
673,6mGGovzyvCWoN_PfVdmmVA**,1,43,m,white,9,2,2
281,6mGGovzyvCWORfC9S7wCgg**,6,29,m,White,5,1,4
592,6mGGovzyvCWotf-20Kc5yg**,4,56,m,WHITE,3,5,3
892,6mGGovzyvCWOuYg1o4y35A**,4,44,f,white,10,4,6
208,6mGGovzyvCWoxQ5FBvhcbg**,5,40,m,white,10,1,6
500,6mGGovzyvCWp59MHGgLdDg**,8,45,m,caucasian,9,3,4
399,6mGGovzyvCWP7hRAWuXaog**,4,43,f,Hispanic,4,1,2
474,6mGGovzyvCWP86vGQApscA**,6,48,f,White,3,2,1
900,6mGGovzyvCWpbVZpEz2_ng**,1,37,m,Hispanic,3,1,4
645,6mGGovzyvCWPcaLLIJ0xqg**,9,56,m,white,9,2,2
11,6mGGovzyvCWpdNPQ18YrIw**,10,53,f,white,5,2,1
393,6mGGovzyvCWpgTLpAYVGUg**,9,57,f,Black,5,2,3
429,6mGGovzyvCWPKo3qKStv9Q**,9,21,m,White,0,4,2
525,6mGGovzyvCWpL4rdrLkrbA**,9,49,f,White,5,2,4
966,6mGGovzyvCWPm6Xc_tdVGg**,7,25,m,black,1,2,1
354,6mGGovzyvCWpmLM_0YN7FQ**,6,43,m,white,10,3,4
156,6mGGovzyvCWPPObBPIzfQQ**,0,51,m,white,3,5,2
311,6mGGovzyvCWpTICE0Bi9kQ**,0,43,m,White,0,1,1
246,6mGGovzyvCWQ19-ysZbADw**,6,56,f,white,4,2,2
579,6mGGovzyvCWQ6eHYAnjPIw**,3,21,m,White,6,5,3
372,6mGGovzyvCWQ9JRNu69DLw**,0,36,f,white,9,2,2
233,6mGGovzyvCWqA48zyUAChQ**,5,19,m,White,2,1,2
184,6mGGovzyvCWqCL4JT_hRFA**,5,36,m,ASIAN,0,6,2
893,6mGGovzyvCWqE6ZqDwg4eQ**,5,48,f,white,10,4,4
59,6mGGovzyvCWQId6VYICcnQ**,10,52,f,African American,2,1,2
891,6mGGovzyvCWqMqhMHV8HRQ**,3,25,f,white,2,4,1
489,6mGGovzyvCWqMutpyLINUw**,10,56,m,white,6,2,2
571,6mGGovzyvCWQqucLq9Tb8w**,8,33,f,Asian,0,4,2
407,6mGGovzyvCWQtKEpWGRccQ**,0,18,m,White,0,4,1
708,6mGGovzyvCWR_L02OypzKQ**,1,41,f,Caucasian,8,2,4
639,6mGGovzyvCWR2u8sn5n_ZA**,4,51,m,Swiss,10,2,6
684,6mGGovzyvCWR6NWONeTBDQ**,0,29,f,Asian,4,3,3
102,6mGGovzyvCWRbdyX1sgIjw**,5,51,f,white,0,2,1
277,6mGGovzyvCWRbxtVRh6lBQ**,2,27,m,Asian,1,1,4
579,6mGGovzyvCWRD8ESLVAi0g**,4,56,m,white,4,4,1
156,6mGGovzyvCWRfkXqu4g3vQ**,1,24,m,Caucasian,2,3,2
186,6mGGovzyvCWRh35bDuKSwg**,5,24,f,white/hispanic,4,3,4
443,6mGGovzyvCWRjhtTk1soog**,11,41,m,White,0,1,1
737,6mGGovzyvCWrjT4XAzK2YQ**,5,28,m,Asian,6,2,4
785,6mGGovzyvCWrlXjf41Uxng**,6,35,m,white,9,4,5
992,6mGGovzyvCWRnXfYKyhDwQ**,9,51,m,whie,4,1,4
497,6mGGovzyvCWrQEvsKRb5sA**,6,57,m,White,4,1,6
146,6mGGovzyvCWRVHwkIUuyWw**,3,32,m,chinese,8,1,6
406,6mGGovzyvCWRWUeopzdvxw**,11,23,f,ASIAN,10,3,4
268,6mGGovzyvCWS6FOcy99mhg**,5,36,m,Korean,10,4,4
429,6mGGovzyvCWS9gRwc3J8GQ**,10,24,m,hispanic,3,5,2
108,6mGGovzyvCWsaea1JOBVSQ**,0,18,f,White,3,1,1
812,6mGGovzyvCWsBExwUfHxhg**,8,27,f,Caucasian,6,2,6
